Code,RT(min)   ,Proposed compounds,type,Average m/z,Adduct Ion,database,detailinfor,Bca,Bna,Bra,Bju,Bol,Bni
1,1.85,1-aminocyclopropane-1-carboxylic acid,5,100.0391,[M-H]-,QU,https://pubchem.ncbi.nlm.nih.gov/compound/535,642430.2055,366532.5875,65371.29192,264925.6021,483358.0463,1022446.415
